1
516
28.231 31.81 -21.19 -17.678
28.231 31.81 -17.678 -14.132
28.231 31.81 -14.132 -10.587
28.231 31.81 -10.587 -7.074
28.231 31.81 -7.074 -3.529
28.231 31.81 -3.529 0.017
28.231 31.81 0.017 3.529
28.231 31.81 3.529 7.074
28.231 31.81 7.074 10.62
28.231 31.81 10.62 14.132
28.231 31.81 14.132 17.678
28.231 31.81 17.678 21.223
31.81 35.322 -21.19 -17.678
31.81 35.322 -17.678 -14.132
31.81 35.322 -14.132 -10.587
31.81 35.322 -10.587 -7.074
31.81 35.322 -7.074 -3.529
31.81 35.322 -3.529 0.017
31.81 35.322 0.017 3.529
31.81 35.322 3.529 7.074
31.81 35.322 7.074 10.62
31.81 35.322 10.62 14.132
31.81 35.322 14.132 17.678
31.81 35.322 17.678 21.223
35.322 38.835 -21.19 -17.678
35.322 38.835 -17.678 -14.132
35.322 38.835 -14.132 -10.587
35.322 38.835 -10.587 -7.074
35.322 38.835 -7.074 -3.529
35.322 38.835 -3.529 0.017
35.322 38.835 0.017 3.529
35.322 38.835 3.529 7.074
35.322 38.835 7.074 10.62
35.322 38.835 10.62 14.132
35.322 38.835 14.132 17.678
35.322 38.835 17.678 21.223
38.835 42.413 -21.19 -17.678
38.835 42.413 -17.678 -14.132
38.835 42.413 -14.132 -10.587
38.835 42.413 -10.587 -7.074
38.835 42.413 -7.074 -3.529
38.835 42.413 -3.529 0.017
38.835 42.413 0.017 3.529
38.835 42.413 3.529 7.074
38.835 42.413 7.074 10.62
38.835 42.413 10.62 14.132
38.835 42.413 14.132 17.678
38.835 42.413 17.678 21.223
42.413 45.926 -21.19 -17.678
42.413 45.926 -17.678 -14.132
42.413 45.926 -14.132 -10.587
42.413 45.926 -10.587 -7.074
42.413 45.926 -7.074 -3.529
42.413 45.926 -3.529 0.017
42.413 45.926 0.017 3.529
42.413 45.926 3.529 7.074
42.413 45.926 7.074 10.62
42.413 45.926 10.62 14.132
42.413 45.926 14.132 17.678
42.413 45.926 17.678 21.223
45.926 49.438 -21.19 -17.678
45.926 49.438 -17.678 -14.132
45.926 49.438 -14.132 -10.587
45.926 49.438 -10.587 -7.074
45.926 49.438 -7.074 -3.529
45.926 49.438 -3.529 0.017
45.926 49.438 0.017 3.529
45.926 49.438 3.529 7.074
45.926 49.438 7.074 10.62
45.926 49.438 10.62 14.132
45.926 49.438 14.132 17.678
45.926 49.438 17.678 21.223
49.438 53.017 -21.19 -17.678
49.438 53.017 -17.678 -14.132
49.438 53.017 -14.132 -10.587
49.438 53.017 -10.587 -7.074
49.438 53.017 -7.074 -3.529
49.438 53.017 -3.529 0.017
49.438 53.017 0.017 3.529
49.438 53.017 3.529 7.074
49.438 53.017 7.074 10.62
49.438 53.017 10.62 14.132
49.438 53.017 14.132 17.678
49.438 53.017 17.678 21.223
53.017 56.529 -21.19 -17.678
53.017 56.529 -17.678 -14.132
53.017 56.529 -14.132 -10.587
53.017 56.529 -10.587 -7.074
53.017 56.529 -7.074 -3.529
53.017 56.529 -3.529 0.017
53.017 56.529 0.017 3.529
53.017 56.529 3.529 7.074
53.017 56.529 7.074 10.62
53.017 56.529 10.62 14.132
53.017 56.529 14.132 17.678
53.017 56.529 17.678 21.223
56.529 60.041 -21.19 -17.678
56.529 60.041 -17.678 -14.132
56.529 60.041 -14.132 -10.587
56.529 60.041 -10.587 -7.074
56.529 60.041 -7.074 -3.529
56.529 60.041 -3.529 0.017
56.529 60.041 0.017 3.529
56.529 60.041 3.529 7.074
56.529 60.041 7.074 10.62
56.529 60.041 10.62 14.132
56.529 60.041 14.132 17.678
56.529 60.041 17.678 21.223
60.041 63.62 -21.19 -17.678
60.041 63.62 -17.678 -14.132
60.041 63.62 -14.132 -10.587
60.041 63.62 -10.587 -7.074
60.041 63.62 -7.074 -3.529
60.041 63.62 -3.529 0.017
60.041 63.62 0.017 3.529
60.041 63.62 3.529 7.074
60.041 63.62 7.074 10.62
60.041 63.62 10.62 14.132
60.041 63.62 14.132 17.678
60.041 63.62 17.678 21.223
63.62 67.132 -21.19 -17.678
63.62 67.132 -17.678 -14.132
63.62 67.132 -14.132 -10.587
63.62 67.132 -10.587 -7.074
63.62 67.132 -7.074 -3.529
63.62 67.132 -3.529 0.017
63.62 67.132 0.017 3.529
63.62 67.132 3.529 7.074
63.62 67.132 7.074 10.62
63.62 67.132 10.62 14.132
63.62 67.132 14.132 17.678
63.62 67.132 17.678 21.223
67.132 70.645 -21.19 -17.678
67.132 70.645 -17.678 -14.132
67.132 70.645 -14.132 -10.587
67.132 70.645 -10.587 -7.074
67.132 70.645 -7.074 -3.529
67.132 70.645 -3.529 0.017
67.132 70.645 0.017 3.529
67.132 70.645 3.529 7.074
67.132 70.645 7.074 10.62
67.132 70.645 10.62 14.132
67.132 70.645 14.132 17.678
67.132 70.645 17.678 21.223
70.645 74.223 -21.19 -17.678
70.645 74.223 -17.678 -14.132
70.645 74.223 -14.132 -10.587
70.645 74.223 -10.587 -7.074
70.645 74.223 -7.074 -3.529
70.645 74.223 -3.529 0.017
70.645 74.223 0.017 3.529
70.645 74.223 3.529 7.074
70.645 74.223 7.074 10.62
70.645 74.223 10.62 14.132
70.645 74.223 14.132 17.678
70.645 74.223 17.678 21.223
74.223 77.736 -21.19 -17.678
74.223 77.736 -17.678 -14.132
74.223 77.736 -14.132 -10.587
74.223 77.736 -10.587 -7.074
74.223 77.736 -7.074 -3.529
74.223 77.736 -3.529 0.017
74.223 77.736 0.017 3.529
74.223 77.736 3.529 7.074
74.223 77.736 7.074 10.62
74.223 77.736 10.62 14.132
